"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
1440,191,93,9382,"CulDSac","1Story",7,5,1999,2000,"Gd","TA","PConc","Gd","TA","Unf",0,1468,1468,"GasA","Ex","Y",1479,0,1479,0,0,2,0,3,"Gd",6,0,"Attchd",2,577,"TA","TA",120,25,0,0
2097,383.97,77,9965,"Inside","2Story",7,5,2007,2007,"Gd","TA","PConc","Ex","TA","GLQ",984,280,1264,"GasA","Ex","Y",1282,1414,2696,1,0,2,1,4,"Ex",10,1,"BuiltIn",3,792,"TA","TA",120,184,0,168
2572,135,109,9723,"Corner","1Story",6,7,1963,1963,"TA","TA","CBlock","TA","TA","Unf",0,1008,1008,"GasA","TA","Y",1008,0,1008,0,0,1,0,2,"TA",5,0,"Attchd",2,430,"TA","TA",0,0,0,0
941,123,50,8660,"Inside","2Story",5,6,1900,1993,"TA","TA","BrkTil","TA","TA","Unf",0,760,760,"GasA","Ex","N",928,928,2168,0,0,2,0,5,"Gd",11,0,"Detchd",2,576,"TA","TA",467,160,78,0
1222,118,50,7420,"Corner","1.5Unf",5,6,1939,1950,"TA","TA","BrkTil","TA","TA","GLQ",851,140,991,"GasA","Ex","Y",1077,0,1077,1,0,1,0,2,"TA",5,2,"Attchd",1,205,"Gd","TA",0,4,0,0
2756,204.9,73,8990,"Inside","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1498,1498,"GasA","Ex","Y",1498,0,1498,0,0,2,0,2,"Gd",5,0,"Attchd",2,675,"TA","TA",351,33,0,0
1972,125.5,60,6600,"Inside","1Story",5,5,1962,1962,"TA","TA","CBlock","TA","TA","ALQ",110,312,864,"GasA","Gd","Y",864,0,864,0,0,1,0,2,"TA",5,0,"Detchd",1,294,"TA","TA",58,0,0,0
1145,175,75,8285,"Corner","2Story",7,5,1992,1992,"Gd","TA","PConc","Gd","TA","GLQ",397,439,836,"GasA","Gd","Y",844,893,1737,0,1,2,1,3,"Gd",7,0,"Attchd",2,506,"TA","TA",192,85,0,0
2309,252,0,39384,"CulDSac","1Story",6,6,1957,1957,"TA","TA","CBlock","Gd","TA","ALQ",1110,595,1705,"GasA","Ex","Y",1390,0,1390,1,0,1,1,1,"Ex",4,2,"Attchd",2,550,"TA","TA",0,189,0,0
190,122.5,60,11340,"Inside","2Story",4,6,1885,1950,"TA","TA","PConc","TA","TA","Unf",0,777,777,"GasA","Gd","Y",1246,1044,2290,0,0,2,0,4,"TA",11,0,"Detchd",2,560,"TA","TA",0,0,114,0
1937,130,60,7134,"Inside","SLvl",5,5,1955,1955,"TA","TA","CBlock","TA","TA","ALQ",384,0,384,"GasA","TA","Y",1360,0,1360,0,0,1,0,3,"TA",6,1,"Detchd",2,572,"TA","TA",0,50,0,0
45,611.657,100,12919,"Inside","1Story",9,5,2009,2010,"Ex","TA","PConc","Ex","TA","GLQ",2188,142,2330,"GasA","Ex","Y",2364,0,2364,1,0,2,1,2,"Ex",11,2,"Attchd",3,820,"TA","TA",0,67,0,0
927,144.8,70,9100,"Inside","1Story",5,6,1954,1954,"TA","Gd","BrkTil","TA","TA","Rec",154,264,1112,"GasA","Ex","Y",1112,0,1112,1,0,1,0,2,"TA",6,1,"Attchd",1,390,"TA","TA",0,0,0,0
2769,148,57,8846,"CulDSac","SFoyer",5,5,1996,1996,"Gd","TA","PConc","Gd","TA","GLQ",298,572,870,"GasA","Ex","Y",914,0,914,0,0,1,0,2,"TA",5,0,"Detchd",2,576,"TA","TA",0,0,0,0
1535,110,0,9260,"Inside","1.5Fin",5,4,1938,1950,"TA","TA","BrkTil","TA","TA","Unf",0,884,884,"GasA","TA","Y",932,442,1374,0,0,1,0,3,"TA",6,0,"Detchd",1,225,"TA","TA",64,0,0,100
2173,110,80,8240,"Inside","1Story",6,6,1960,1960,"TA","TA","CBlock","TA","TA","Unf",0,1179,1179,"GasA","Gd","Y",1179,0,1179,0,0,1,0,2,"TA",5,0,"Attchd",2,622,"TA","TA",0,0,0,0
387,235,0,8470,"Corner","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",225,471,972,"GasA","Ex","Y",972,839,1811,0,0,2,1,3,"Gd",7,1,"Attchd",2,565,"TA","TA",225,48,0,0
1765,410,89,10557,"Inside","2Story",9,5,1998,1998,"Gd","TA","PConc","Ex","TA","GLQ",672,736,1408,"GasA","Ex","Y",1671,1407,3078,1,0,2,1,4,"Gd",9,1,"Attchd",3,806,"TA","TA",108,87,0,0
904,122,45,8212,"Inside","1.5Fin",5,6,1941,1950,"TA","TA","CBlock","TA","TA","Rec",626,94,720,"GasA","Ex","Y",854,444,1298,0,0,1,0,3,"TA",6,2,"Detchd",1,256,"TA","TA",84,0,0,0
1539,311.5,0,15660,"Corner","1.5Fin",7,9,1939,2006,"Gd","Gd","CBlock","TA","TA","BLQ",341,457,798,"GasA","Ex","Y",1137,817,1954,0,1,1,1,3,"Gd",8,2,"Attchd",2,431,"TA","TA",0,119,150,0
2111,175.9,64,7242,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1270,1270,"GasA","Ex","Y",1270,0,1270,0,0,2,0,2,"Gd",6,0,"Attchd",2,524,"TA","TA",0,96,0,0
925,154.9,54,7681,"FR2","1.5Fin",5,6,1921,1950,"TA","TA","BrkTil","TA","TA","Unf",0,731,731,"GasA","Ex","Y",820,523,1343,0,0,1,1,3,"TA",7,1,"Detchd",1,186,"Fa","TA",192,0,102,0
2293,153.5,72,9129,"Inside","SFoyer",5,5,1977,1977,"TA","TA","PConc","Gd","TA","GLQ",923,0,923,"GasA","TA","Y",1008,0,1008,1,0,1,0,1,"Gd",4,1,"Attchd",2,678,"TA","TA",201,66,0,0
2474,142.5,63,13072,"Inside","1Story",6,5,2005,2005,"Gd","TA","PConc","Gd","TA","Unf",0,1141,1141,"GasA","Ex","Y",1141,0,1141,0,0,1,1,3,"TA",6,0,"Detchd",2,484,"TA","TA",0,0,0,0
2657,64,48,5747,"Inside","1Story",3,4,1920,1950,"TA","TA","PConc","TA","TA","Unf",0,798,798,"GasA","Gd","Y",840,0,840,0,0,1,0,2,"Fa",5,0,"Detchd",1,250,"TA","Fa",112,0,0,0
327,83.5,0,1974,"Inside","2Story",4,5,1973,1973,"TA","TA","CBlock","TA","TA","BLQ",334,212,546,"GasA","TA","Y",546,546,1092,0,0,1,1,3,"TA",6,0,"Attchd",1,286,"TA","TA",120,96,0,0
85,148,88,11782,"Inside","SFoyer",5,7,1961,1995,"TA","TA","CBlock","TA","TA","ALQ",899,210,1109,"GasA","TA","Y",1155,0,1155,1,0,1,0,3,"Gd",6,0,"Detchd",2,576,"TA","TA",192,0,0,0
1357,160,57,8094,"Inside","2.5Unf",6,8,1910,1983,"TA","TA","PConc","TA","TA","Rec",196,1046,1242,"GasA","Gd","Y",1242,742,1984,0,0,2,0,5,"TA",8,0,"Detchd",1,360,"TA","TA",64,0,180,0
838,231.5,65,15426,"Inside","2Story",6,5,1997,1997,"TA","TA","PConc","Gd","TA","GLQ",821,107,928,"GasA","Ex","Y",928,836,1764,1,0,2,1,3,"Gd",7,0,"Attchd",2,470,"TA","TA",276,99,0,0
2754,193.879,64,6762,"Inside","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Unf",0,1286,1286,"GasA","Ex","Y",1294,0,1294,0,0,2,0,2,"Gd",6,1,"Attchd",2,662,"TA","TA",168,55,0,0
2036,212.3,60,9780,"Inside","2Story",7,9,1950,2005,"TA","Ex","CBlock","TA","TA","LwQ",354,224,976,"GasA","Ex","Y",976,976,1952,0,0,1,1,4,"Gd",8,2,"Detchd",1,299,"TA","TA",285,0,0,216
1971,169.5,69,7590,"Inside","2Story",5,5,1962,1962,"TA","TA","CBlock","TA","TA","ALQ",540,324,864,"GasA","TA","Y",876,936,1812,0,0,2,0,4,"TA",8,1,"Attchd",1,264,"TA","TA",0,168,0,0
976,86,21,1526,"Inside","SFoyer",4,8,1970,2002,"TA","Gd","CBlock","Gd","TA","GLQ",515,115,630,"GasA","TA","Y",630,0,630,1,0,1,0,1,"Gd",3,0,"Attchd",1,286,"TA","TA",0,0,0,0
2064,129,0,8169,"Corner","1Story",5,7,1966,1966,"TA","Gd","CBlock","TA","TA","Rec",216,261,912,"GasA","Ex","Y",912,0,912,1,0,1,0,3,"Gd",6,0,"Detchd",1,315,"TA","TA",204,0,0,0
203,149.5,57,8094,"Inside","1.5Fin",4,5,1915,1950,"TA","Fa","CBlock","TA","TA","Unf",0,888,888,"GasA","Ex","Y",888,1074,1962,0,0,1,1,4,"TA",9,1,"Detchd",2,572,"TA","TA",160,0,364,0
2790,255,90,11367,"Corner","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",932,133,1065,"GasA","Ex","Y",1091,898,1989,1,0,2,1,3,"Gd",7,1,"Attchd",2,586,"TA","TA",199,60,0,0
858,143.5,0,9286,"CulDSac","1Story",5,7,1977,1989,"TA","TA","CBlock","Gd","Gd","ALQ",196,1072,1268,"GasA","TA","Y",1268,0,1268,0,0,1,1,3,"Gd",5,0,"Detchd",1,252,"TA","TA",173,0,0,0
2805,233.23,120,15611,"Inside","2Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1079,1079,"GasA","Ex","Y",1079,840,1919,0,0,2,1,3,"Gd",8,1,"Attchd",2,685,"Gd","TA",0,51,0,0
1259,139,60,10836,"Inside","1.5Fin",5,5,1922,1950,"TA","TA","BrkTil","TA","TA","Unf",0,892,892,"GasA","Ex","Y",1254,182,1436,0,1,1,0,3,"TA",7,1,"Detchd",4,1488,"Fa","TA",0,0,100,0
2275,283.463,93,15306,"Corner","1Story",8,5,2006,2007,"Gd","TA","PConc","Ex","TA","GLQ",80,1652,1732,"GasA","Ex","Y",1776,0,1776,1,0,2,0,3,"Gd",7,1,"Attchd",3,712,"TA","TA",0,0,0,0
311,190,74,9620,"Inside","SLvl",6,7,1977,1977,"TA","TA","CBlock","TA","TA","ALQ",679,564,1243,"GasA","TA","Y",1285,0,1285,0,1,2,0,3,"Gd",6,1,"Attchd",2,473,"TA","TA",375,26,0,0
2039,101,60,7200,"Inside","2.5Unf",5,7,1920,1996,"TA","TA","BrkTil","TA","Fa","Unf",0,530,530,"GasA","TA","N",581,530,1111,0,0,1,0,3,"Fa",6,0,"Detchd",1,288,"TA","TA",0,0,144,0
969,425,85,12633,"Inside","1Story",9,5,2007,2007,"Ex","TA","PConc","Ex","TA","GLQ",1640,338,1978,"GasA","Ex","Y",1978,0,1978,1,0,2,0,2,"Ex",7,1,"Attchd",3,920,"TA","TA",308,52,0,0
135,178,75,11380,"Inside","SFoyer",6,8,1966,2008,"TA","TA","CBlock","TA","TA","GLQ",944,136,1080,"GasA","Gd","Y",1128,0,1128,1,0,1,0,2,"Gd",5,1,"Attchd",1,315,"TA","TA",238,0,0,0
170,80.4,60,4800,"Corner","1.5Fin",4,5,1900,1954,"TA","TA","PConc","TA","TA","ALQ",48,661,709,"GasA","TA","Y",1157,687,1844,1,0,1,0,3,"TA",9,2,"Basment",1,240,"TA","TA",84,0,0,0
171,96.5,55,8800,"Corner","1.5Fin",4,7,1910,2004,"TA","TA","BrkTil","TA","Fa","Unf",0,576,576,"GasA","Gd","Y",792,348,1140,0,0,1,0,3,"TA",7,0,"None",0,0,"None","None",0,160,0,0
1989,100,60,8520,"Inside","1Story",5,6,1923,2006,"Gd","TA","CBlock","TA","TA","Unf",0,968,968,"GasA","TA","Y",968,0,968,0,0,1,0,2,"TA",5,0,"Detchd",2,480,"Fa","TA",0,0,184,0
175,107.4,60,5790,"Corner","2Story",3,6,1915,1950,"Gd","Gd","CBlock","Fa","TA","Unf",0,840,840,"GasA","Gd","N",840,765,1605,0,0,2,0,3,"TA",8,0,"Detchd",1,379,"TA","TA",0,0,202,0
783,143,65,25095,"Inside","1Story",5,8,1968,2003,"TA","TA","CBlock","TA","TA","GLQ",1324,113,1437,"GasA","Ex","Y",1473,0,1473,2,0,1,0,1,"Ex",5,2,"Attchd",1,452,"TA","TA",0,48,0,60
901,103.5,70,11767,"Inside","1Story",5,5,1956,1956,"TA","TA","CBlock","TA","TA","Rec",546,604,1150,"GasA","Ex","Y",1560,0,1560,0,0,1,0,2,"TA",7,1,"Attchd",1,313,"TA","TA",0,0,0,0
2736,274.97,0,19690,"CulDSac","SLvl",6,7,1966,1966,"Gd","Gd","CBlock","Gd","TA","Unf",0,697,697,"GasA","TA","Y",1575,626,2201,0,0,2,0,4,"Gd",8,1,"Attchd",2,432,"Gd","Gd",586,236,0,0
1475,186.5,75,9750,"Inside","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",24,1421,1445,"GasA","Ex","Y",1445,0,1445,0,0,2,0,3,"Gd",6,0,"Attchd",2,470,"TA","TA",0,35,0,0
1464,224.9,65,8158,"Inside","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",550,334,884,"GasA","Ex","Y",884,884,1768,1,0,2,1,3,"Gd",8,0,"Attchd",2,543,"TA","TA",0,63,0,0
2694,119.5,50,8600,"Inside","1.5Fin",6,6,1937,1950,"TA","TA","BrkTil","TA","TA","Unf",0,780,780,"GasA","TA","Y",780,596,1376,0,0,2,0,3,"TA",7,1,"Detchd",1,198,"TA","TA",0,0,0,0
1117,227.68,91,12274,"FR2","1Story",7,5,2008,2008,"Gd","TA","PConc","Gd","TA","Unf",0,1417,1417,"GasA","Ex","Y",1428,0,1428,0,0,2,0,3,"Ex",6,0,"Attchd",2,554,"TA","TA",0,60,0,0
2092,225,116,13474,"Inside","2Story",7,5,1990,1991,"Gd","TA","CBlock","Gd","TA","ALQ",700,0,700,"GasA","Gd","Y",1122,1121,2243,1,0,2,1,4,"Gd",8,1,"Attchd",3,746,"TA","TA",127,44,224,0
2610,159,77,9786,"Inside","1.5Fin",6,7,1962,1981,"TA","TA","CBlock","TA","TA","Rec",600,312,912,"GasA","TA","Y",1085,649,1734,0,0,1,1,3,"Gd",7,1,"Attchd",2,440,"TA","TA",0,0,0,128
1238,136.5,74,8856,"Inside","1Story",5,4,1957,1957,"TA","TA","CBlock","TA","TA","ALQ",621,503,1176,"GasA","TA","Y",1176,0,1176,1,0,1,0,3,"TA",6,2,"Attchd",1,292,"TA","TA",0,88,0,95
362,174,65,8125,"Inside","2Story",6,5,1994,1995,"TA","TA","PConc","Gd","TA","Unf",0,702,702,"GasA","Gd","Y",702,779,1481,0,0,2,1,3,"TA",6,1,"Attchd",2,343,"TA","TA",0,36,0,0
1045,89.5,21,1680,"Inside","2Story",6,3,1971,1971,"TA","TA","CBlock","TA","TA","ALQ",358,125,483,"GasA","TA","Y",483,504,987,0,0,1,1,2,"TA",5,0,"Detchd",1,264,"TA","TA",0,0,0,0
2606,170,60,10800,"Inside","1.5Fin",5,8,1936,1989,"TA","TA","CBlock","Fa","TA","ALQ",626,170,796,"GasA","Gd","Y",1096,370,1466,0,1,2,0,3,"Gd",7,1,"Attchd",2,566,"TA","TA",436,21,0,0
2594,127,50,7500,"Inside","1.5Fin",6,6,1947,1950,"TA","TA","CBlock","TA","TA","Unf",0,784,784,"GasA","Ex","Y",900,412,1312,0,0,1,1,3,"TA",6,0,"Detchd",2,649,"TA","TA",0,28,0,0
2535,157.5,78,9360,"Inside","1Story",6,7,1968,2004,"TA","TA","CBlock","TA","TA","ALQ",760,216,976,"GasA","TA","Y",976,0,976,1,0,1,0,2,"Gd",4,1,"Attchd",2,504,"TA","TA",94,0,0,0
2749,215,80,9554,"Inside","2Story",8,5,1993,1994,"Gd","TA","PConc","Gd","TA","GLQ",380,397,777,"GasA","Ex","Y",1065,846,1911,0,0,2,1,3,"Gd",8,1,"Attchd",2,471,"TA","TA",182,81,0,0
430,404,95,12350,"Inside","1Story",9,5,2008,2008,"Ex","TA","PConc","Ex","TA","GLQ",1232,788,2020,"GasA","Ex","Y",2020,0,2020,1,0,2,0,3,"Ex",7,1,"Attchd",3,896,"TA","TA",192,98,0,0
1634,182,38,4740,"Inside","1Story",8,5,1988,1988,"Gd","TA","CBlock","Gd","TA","GLQ",248,918,1166,"GasA","Gd","Y",1179,0,1179,1,0,2,0,2,"TA",5,0,"Attchd",2,480,"TA","TA",0,108,0,135
1215,140,90,9900,"Corner","1Story",5,5,1961,1961,"TA","Gd","CBlock","TA","TA","Unf",0,1114,1114,"GasA","TA","Y",1114,0,1114,1,0,1,0,3,"TA",5,0,"Attchd",2,451,"TA","TA",0,0,0,164
2398,372.397,121,13758,"Inside","1Story",9,5,2005,2006,"Ex","TA","PConc","Ex","TA","GLQ",1232,560,1792,"GasA","Ex","Y",1792,0,1792,1,0,2,0,2,"Gd",6,1,"Attchd",3,925,"TA","TA",204,49,0,0
29,184,26,5858,"FR2","1Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","GLQ",1051,354,1405,"GasA","Ex","Y",1337,0,1337,1,0,2,0,2,"Gd",5,1,"Attchd",2,511,"TA","TA",203,68,0,0
451,255.9,70,9658,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1598,1598,"GasA","Gd","Y",1606,0,1606,0,0,2,0,3,"Gd",6,1,"Attchd",3,871,"TA","TA",230,60,0,0
2241,152,75,13710,"Inside","1.5Fin",5,5,1950,1950,"TA","TA","CBlock","TA","TA","BLQ",420,490,910,"GasA","TA","Y",910,648,1558,0,0,1,1,4,"TA",6,0,"Attchd",1,282,"TA","TA",289,0,0,0
1281,140,71,7056,"Inside","2Story",6,5,1963,1963,"TA","TA","CBlock","TA","TA","BLQ",400,380,780,"GasA","TA","Y",983,813,1796,1,0,1,1,4,"TA",8,1,"Attchd",2,483,"TA","TA",0,50,0,0
2569,226,88,14200,"Corner","2Story",7,6,1966,1966,"TA","TA","CBlock","TA","TA","Rec",445,479,924,"GasA","Ex","Y",1216,941,2157,0,0,2,1,4,"Gd",8,2,"Attchd",2,487,"TA","TA",105,66,0,0
653,129.9,60,9600,"Inside","1Story",5,6,1950,1950,"TA","TA","CBlock","TA","TA","BLQ",390,810,1200,"GasA","TA","Y",1200,0,1200,0,0,1,0,3,"TA",6,0,"Attchd",1,246,"TA","TA",126,0,0,0
993,187.5,72,8702,"Inside","2Story",6,5,1997,1998,"TA","TA","PConc","TA","TA","BLQ",706,220,926,"GasA","Ex","Y",926,678,1604,0,0,2,1,3,"TA",7,1,"Attchd",2,470,"TA","TA",0,36,0,0
761,116,60,10320,"Inside","2Story",6,7,1915,1965,"TA","Gd","CBlock","TA","TA","Rec",276,160,698,"GasA","Ex","Y",754,649,1403,1,0,1,1,3,"TA",7,0,"Detchd",1,308,"TA","TA",0,0,288,0
1356,130,55,10267,"Inside","1Story",6,7,1918,2000,"TA","Gd","BrkTil","TA","Gd","Rec",210,0,816,"GasA","Ex","Y",838,0,838,1,0,1,0,2,"Fa",5,0,"Detchd",1,275,"TA","TA",0,0,112,0
1376,127.5,62,10106,"Inside","1.5Fin",5,7,1940,1999,"TA","Gd","BrkTil","TA","TA","ALQ",351,112,644,"GasA","Gd","Y",808,547,1355,1,0,2,0,4,"TA",6,0,"None",0,0,"None","None",140,0,0,0
873,210,70,8750,"Inside","1Story",7,5,1997,1998,"Gd","TA","PConc","Gd","TA","GLQ",1111,306,1417,"GasA","Ex","Y",1417,0,1417,1,0,2,0,3,"Gd",7,1,"Attchd",2,511,"TA","TA",60,0,0,117
2814,173.9,68,8846,"Inside","2Story",6,5,2005,2006,"TA","TA","PConc","Gd","TA","Unf",0,750,750,"GasA","Ex","Y",750,750,1500,0,0,2,1,3,"Gd",6,0,"Attchd",2,564,"TA","TA",0,35,0,0
2575,132,70,8400,"Corner","1Story",5,5,1957,1957,"TA","TA","CBlock","Fa","TA","BLQ",623,556,1179,"GasA","Gd","Y",1364,0,1364,0,0,1,1,3,"TA",6,1,"Attchd",1,331,"TA","TA",0,60,0,0
2074,211,97,10029,"Corner","2Story",6,5,1988,1989,"Gd","TA","PConc","Gd","TA","GLQ",831,320,1151,"GasA","TA","Y",1164,896,2060,0,1,2,1,4,"TA",8,1,"Attchd",2,521,"TA","TA",0,228,0,192
813,142.953,64,7018,"Inside","2Story",5,5,1979,1979,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1120,1120,2240,0,0,2,0,6,"TA",12,0,"Detchd",2,528,"TA","TA",154,0,0,0
2887,145,65,8385,"Inside","1Story",6,5,1978,1978,"TA","TA","CBlock","TA","TA","Unf",0,1664,1664,"GasA","TA","Y",1664,0,1664,0,0,2,0,4,"TA",10,0,"2Types",2,616,"TA","TA",0,0,0,0
1231,139.95,75,7875,"Inside","1Story",5,6,1961,1961,"TA","TA","CBlock","TA","TA","Rec",572,572,1144,"GasA","Gd","Y",1144,0,1144,1,0,1,0,3,"TA",6,0,"Attchd",2,456,"TA","TA",0,0,0,0
1522,189,51,9842,"Inside","2Story",5,6,1921,1998,"TA","TA","BrkTil","TA","Fa","Unf",0,612,612,"GasA","Ex","Y",990,1611,2601,0,0,3,1,4,"TA",8,0,"BuiltIn",2,621,"TA","TA",183,0,301,0
2030,117,40,5680,"Inside","1.5Fin",5,3,1901,1950,"TA","TA","CBlock","TA","TA","Unf",0,969,969,"GasA","TA","N",969,245,1214,0,0,1,0,2,"TA",6,0,"Detchd",1,216,"TA","TA",0,0,77,0
2889,135,78,10530,"Inside","SFoyer",6,5,1977,1977,"TA","TA","CBlock","Gd","TA","GLQ",975,0,975,"GasA","TA","Y",1004,0,1004,1,0,1,0,2,"TA",4,0,"Attchd",2,504,"TA","TA",0,0,0,0
1786,248.328,83,9849,"Inside","1Story",7,6,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1689,1689,"GasA","Ex","Y",1689,0,1689,0,0,2,0,3,"Gd",7,0,"Attchd",3,954,"TA","TA",0,56,0,0
2397,281,86,11065,"Inside","2Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1085,1085,"GasA","Ex","Y",1120,850,1970,0,0,2,1,3,"Ex",8,1,"BuiltIn",3,753,"TA","TA",177,74,0,0
762,88.75,50,4280,"Inside","1Story",4,9,1946,2001,"TA","Gd","CBlock","Fa","TA","Unf",0,560,560,"GasA","Ex","Y",704,0,704,0,1,1,0,2,"Fa",4,0,"CarPort",1,220,"TA","TA",0,0,24,0
555,110,63,9750,"Inside","1Story",5,5,1962,1962,"TA","TA","CBlock","TA","TA","LwQ",68,28,980,"GasA","Gd","Y",980,0,980,1,0,1,0,3,"TA",5,0,"Detchd",2,400,"TA","TA",0,28,0,0
39,395.192,83,10159,"Inside","1Story",9,5,2009,2010,"Ex","TA","PConc","Ex","TA","GLQ",1646,284,1930,"GasA","Ex","Y",1940,0,1940,1,0,2,1,3,"Ex",8,1,"Attchd",3,606,"TA","TA",168,95,0,0
1451,110,88,7990,"Inside","1Story",5,6,1975,1975,"TA","TA","CBlock","Gd","TA","Unf",0,924,924,"GasA","TA","Y",924,0,924,0,0,1,0,3,"TA",5,0,"Detchd",1,280,"TA","TA",0,0,0,0
254,320,90,12376,"Corner","2Story",7,5,1990,1990,"TA","TA","PConc","Gd","TA","GLQ",1470,203,1673,"GasA","Gd","Y",1699,1523,3222,1,0,3,0,5,"Gd",11,2,"Attchd",3,594,"TA","TA",367,0,0,0
1314,129.5,60,9600,"Inside","2.5Unf",6,5,1917,1950,"TA","TA","BrkTil","Gd","TA","Rec",319,416,735,"OthW","Fa","N",1134,924,2058,0,0,1,1,3,"TA",8,1,"Detchd",2,396,"Fa","Fa",0,0,259,0
237,144.5,65,11479,"Inside","1Story",6,7,1950,1987,"TA","TA","CBlock","TA","TA","GLQ",104,172,663,"GasA","Ex","Y",1074,0,1074,1,0,1,0,3,"Gd",6,1,"Attchd",1,467,"TA","TA",0,52,52,0
810,147.983,64,7018,"Inside","2Story",5,5,1979,1979,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1114,1114,2228,0,0,2,0,6,"TA",8,0,"Detchd",2,720,"TA","TA",73,0,0,0
2480,248.5,70,9370,"Inside","2Story",6,5,1992,1993,"Gd","TA","PConc","Gd","TA","ALQ",758,78,836,"GasA","Ex","Y",844,887,1731,1,0,2,1,3,"Gd",7,0,"Attchd",2,462,"TA","TA",307,85,0,224
1017,215,46,20544,"CulDSac","2Story",7,6,1986,1991,"TA","Gd","CBlock","Gd","TA","Unf",0,791,791,"GasA","Gd","Y",1236,857,2093,0,0,2,1,3,"TA",7,1,"Attchd",2,542,"TA","TA",364,63,0,0
1596,129.5,41,2665,"Inside","2Story",5,7,1976,1976,"TA","TA","PConc","Gd","TA","ALQ",318,232,550,"GasA","TA","Y",925,550,1475,0,0,2,0,4,"TA",6,1,"Attchd",1,336,"TA","TA",92,26,0,0
1403,256,0,53227,"CulDSac","1Story",4,6,1954,1994,"TA","TA","CBlock","Gd","TA","BLQ",1116,248,1364,"GasA","Ex","Y",1663,0,1663,1,0,1,0,2,"Gd",6,2,"Attchd",2,529,"TA","TA",224,137,0,0
161,242,96,11275,"Corner","SLvl",7,7,1967,2007,"Gd","Gd","CBlock","Gd","TA","Unf",0,710,710,"GasA","Ex","Y",1898,1080,2978,0,0,2,1,5,"Gd",11,1,"BuiltIn",2,564,"TA","TA",240,0,0,0
1341,115,60,5520,"FR2","1.5Fin",5,7,1920,1997,"TA","Gd","BrkTil","TA","TA","ALQ",68,497,565,"GasA","TA","Y",565,651,1216,1,0,1,0,3,"TA",6,1,"BuiltIn",1,355,"Fa","TA",0,0,180,0
959,224.5,83,13159,"Corner","2Story",7,5,2009,2009,"TA","TA","PConc","Ex","TA","Unf",0,846,846,"GasA","Gd","Y",846,846,1692,0,0,2,1,3,"Gd",6,0,"Attchd",2,650,"TA","TA",208,114,0,0
230,270,0,20062,"Inside","1Story",7,7,1977,2001,"Gd","Gd","CBlock","Gd","TA","ALQ",1092,328,1420,"GasA","Gd","Y",1483,0,1483,1,0,1,1,1,"TA",4,2,"Attchd",2,690,"TA","TA",496,0,0,0
825,272.5,77,11422,"Inside","1Story",8,5,2007,2008,"Gd","TA","PConc","Ex","TA","GLQ",1359,479,1838,"GasA","Ex","Y",1838,0,1838,1,0,2,0,3,"Gd",7,2,"Attchd",2,524,"TA","TA",154,222,0,0
1841,199.9,35,4274,"Inside","1Story",7,5,2006,2007,"Gd","TA","PConc","Gd","TA","GLQ",1106,135,1241,"GasA","Ex","Y",1241,0,1241,1,0,1,1,1,"Gd",4,0,"Attchd",2,569,"TA","TA",0,116,0,0
1519,136.5,60,8400,"Inside","1.5Fin",6,5,1925,1950,"TA","TA","PConc","TA","TA","Rec",423,758,1181,"GasA","Fa","Y",1390,304,1694,0,0,2,0,4,"TA",7,1,"Detchd",2,576,"TA","TA",342,0,128,0
1139,170,81,9260,"Corner","1Story",7,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1162,1162,"GasA","Ex","Y",1162,0,1162,0,0,2,0,3,"Gd",6,0,"Attchd",2,483,"TA","TA",0,32,0,0
2791,222,0,9930,"Inside","2Story",7,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",456,370,826,"GasA","Ex","Y",878,884,1762,0,0,2,1,3,"Gd",6,0,"Attchd",2,591,"TA","TA",320,54,0,0
